,average_area,average_grey,b,g,len,max_area,num_cnt,r,wid,geometry_class,colour_class,overall_class
87,0.0010081875708795364,18.93389892578125,0.07425058633089066,0.07425058633089066,256,0.00443267822265625,62,0.07425058633089066,256,0,0,0
88,0.0010430472237723215,15.599044799804688,0.0611727274954319,0.0611727274954319,256,0.002777099609375,14,0.0611727274954319,256,0,0,0
89,0.0005779354202333644,4.218708605817871,0.016543954610824585,0.016543954610824585,603,0.12705536781501298,238,0.016543954610824585,1272,1,0,3
90,0.001085725377817623,3.5022186279296874,0.013734191656112671,0.013734191656112671,512,0.0144439697265625,61,0.013734191656112671,640,2,0,6
91,0.0014208511567451584,6.601864624023437,0.025889668613672256,0.025889668613672256,512,0.01385498046875,71,0.025889668613672256,640,2,0,6
92,0.0013938777139208174,20.814268346595934,0.0816246047616005,0.0816246047616005,520,0.0037135278514588864,90,0.0816246047616005,696,2,0,6
93,0.0016851425170898438,4.0098724365234375,0.015724990516901016,0.015724990516901016,256,0.0040740966796875,8,0.015724990516901016,256,0,0,0
94,0.001140795255962171,25.13775634765625,0.09857944399118423,0.09857944399118423,256,0.0048065185546875,38,0.09857944399118423,256,0,0,0
95,0.002384239519146127,107.327978515625,0.8013147115707397,0.5385511517524719,256,0.011016845703125,71,0.6404484510421753,320,0,1,1
96,0.007904924665178571,99.7810302734375,0.7815884351730347,0.574830174446106,256,0.058740234375,14,0.6644198298454285,320,0,1,1
97,0.0024538040161132812,4.04571533203125,0.015865551307797432,0.015865551307797432,256,0.00390625,8,0.015865551307797432,256,0,0,0
98,0.0015840530395507812,3.7900848388671875,0.01486307941377163,0.01486307941377163,256,0.0018310546875,8,0.01486307941377163,256,0,0,0
99,0.0029268766704358554,11.134765625,0.043665751814842224,0.043665751814842224,256,0.00740814208984375,38,0.043665751814842224,256,0,0,0
100,0.0020030975341796876,21.3526611328125,0.08373592793941498,0.08373592793941498,256,0.0102081298828125,40,0.08373592793941498,256,0,0,0
101,0.003242633960865162,15.5660400390625,0.06104329973459244,0.06104329973459244,256,0.00919342041015625,54,0.06104329973459244,256,0,0,0
102,0.0014532089233398437,90.87022705078125,0.8160618543624878,0.6128920316696167,256,0.004302978515625,32,0.6889470815658569,320,0,1,1
103,0.0020287036895751953,9.955093383789062,0.03903958201408386,0.03903958201408386,256,0.00464630126953125,32,0.03903958201408386,256,0,0,0
104,0.0022801717122395834,7.7252349853515625,0.03029503859579563,0.03029503859579563,256,0.00482940673828125,15,0.03029503859579563,256,0,0,0
105,0.00840155022446689,8.543587962962963,0.033504270017147064,0.033504270017147064,360,0.02815972222222222,22,0.033504270017147064,360,0,0,0
106,0.010848050983081847,11.244984567901234,0.044097982347011566,0.044097982347011566,360,0.04909722222222222,27,0.044097982347011566,360,0,0,0
107,0.017626721272554605,7.930501543209877,0.03110000491142273,0.03110000491142273,360,0.08138117283950617,13,0.03110000491142273,360,0,0,0
108,0.0025333404541015626,15.953125,0.0625612810254097,0.0625612810254097,256,0.005462646484375,20,0.0625612810254097,256,0,0,0
109,0.003462997137331495,14.32830810546875,0.05618944764137268,0.05618944764137268,256,0.01007843017578125,51,0.05618944764137268,256,0,0,0
110,0.0005638385641163794,1.55286865234375,0.006089681759476662,0.006089681759476662,512,0.0068695068359375,58,0.006089681759476662,640,2,0,6
111,0.0007962697668920589,43.26301097869873,0.830341100692749,0.830341100692749,1024,0.04946184158325195,237,0.830341100692749,1024,1,2,5
112,0.010501997095134349,10.807854938271605,0.042383741587400436,0.042383741587400436,360,0.024166666666666666,17,0.042383741587400436,360,0,0,0
113,0.0010046525435014205,24.941864013671875,0.09781122952699661,0.09781122952699661,256,0.00347900390625,44,0.09781122952699661,256,0,0,0
114,0.001723360825596817,4.193476458885941,0.016445007175207138,0.016445007175207138,520,0.0023333885941644564,16,0.016445007175207138,696,2,0,6
115,0.0017768012152777778,4.9373321533203125,0.019362088292837143,0.019362088292837143,256,0.00408935546875,9,0.019362088292837143,256,0,0,0
116,0.0020128885904947915,6.696075439453125,0.02625912055373192,0.02625912055373192,256,0.0039520263671875,12,0.02625912055373192,256,0,0,0
117,0.0041370391845703125,8.229461669921875,0.032272398471832275,0.032272398471832275,256,0.01473236083984375,16,0.032272398471832275,256,0,0,0
118,0.004842567443847656,76.528955078125,0.7682854533195496,0.6864064931869507,256,0.019158935546875,32,0.7219148874282837,320,0,2,2
119,0.001347673519009726,13.196924734748011,0.051752641797065735,0.051752641797065735,520,0.0021054376657824933,24,0.051752641797065735,696,2,0,6
120,0.013362727807172252,12.212430555555555,0.04789188504219055,0.04789188504219055,360,0.02662422839506173,21,0.04789188504219055,360,0,0,0
121,0.0014909347344692172,7.138867705570291,0.027995560318231583,0.027995560318231583,520,0.005255305039787798,111,0.027995560318231583,696,2,0,6
122,0.0019938151041666665,4.5655670166015625,0.017904184758663177,0.017904184758663177,256,0.00385284423828125,9,0.017904184758663177,256,0,0,0
123,0.004409222243273968,13.07277851458886,0.05126580223441124,0.05126580223441124,520,0.007534814323607426,7,0.05126580223441124,696,2,0,6
124,0.01774468055138221,121.40064697265625,0.786764919757843,0.41827473044395447,256,0.7306884765625,52,0.5654774904251099,320,0,1,1
125,0.0016473134358723958,16.007583618164062,0.06277483701705933,0.06277483701705933,256,0.0033721923828125,12,0.06277483701705933,256,0,0,0
126,0.004283980806071323,27.12231984969054,0.10636202245950699,0.10636202245950699,520,0.008101237842617154,24,0.10636202245950699,696,2,0,6
127,0.0016718684016047297,11.651107788085938,0.0456906221807003,0.0456906221807003,256,0.00287628173828125,37,0.0456906221807003,256,0,0,0
128,0.013478168688322367,115.371240234375,0.7752521634101868,0.5034857988357544,256,0.078863525390625,19,0.6190323829650879,320,0,1,1
129,0.004364345384680707,17.552627563476562,0.0688338354229927,0.0688338354229927,256,0.03166961669921875,46,0.0688338354229927,256,0,0,0
130,0.0013460795084635417,23.46484375,0.09201899915933609,0.09201899915933609,256,0.0094451904296875,30,0.09201899915933609,256,0,0,0
131,0.0017979939778645833,5.4943695068359375,0.02154654823243618,0.02154654823243618,256,0.00518035888671875,12,0.02154654823243618,256,0,0,0
132,0.0013050177158453525,22.116195678710938,0.08673018217086792,0.08673018217086792,256,0.00681304931640625,39,0.08673018217086792,256,0,0,0
133,0.0025770399305555555,4.5536041259765625,0.017857272177934647,0.017857272177934647,256,0.00415802001953125,9,0.017857272177934647,256,0,0,0
134,0.003185859093299279,8.1728515625,0.03205040097236633,0.03205040097236633,256,0.00897216796875,26,0.03205040097236633,256,0,0,0
135,0.0018069293047930743,11.2196044921875,0.04399844631552696,0.04399844631552696,256,0.004150390625,37,0.04399844631552696,256,0,0,0
136,0.001173862191133721,21.3021240234375,0.0835377499461174,0.0835377499461174,256,0.00278472900390625,43,0.0835377499461174,256,0,0,0
137,0.01174403021442495,6.902932098765432,0.02707032300531864,0.02707032300531864,360,0.023703703703703703,19,0.02707032300531864,360,0,0,0
138,0.004888916015625,78.126806640625,0.7802528738975525,0.6730480790138245,256,0.0312744140625,44,0.7334827780723572,320,0,2,2
139,0.02857333096590909,125.53106689453125,0.7676693797111511,0.4577499330043793,256,0.1907470703125,11,0.5880839228630066,320,0,1,1
140,0.0030670166015625,16.132492065429688,0.06326467543840408,0.06326467543840408,256,0.0049591064453125,13,0.06326467543840408,256,0,0,0
141,0.012199074074074074,13.302445987654322,0.05216645821928978,0.05216645821928978,360,0.03346836419753086,21,0.05216645821928978,360,0,0,0
142,0.00440986958443855,24.396786582670202,0.09567369520664215,0.09567369520664215,520,0.011408598585322723,25,0.09567369520664215,696,2,0,6
143,0.0019063313802083334,6.429046630859375,0.02521194890141487,0.02521194890141487,256,0.0041046142578125,15,0.02521194890141487,256,0,0,0
144,0.0015022042931525693,22.337353558797524,0.08759746700525284,0.08759746700525284,520,0.006540119363395226,90,0.08759746700525284,696,2,0,6
145,0.0051283264160156255,75.835009765625,0.7930616140365601,0.6857422590255737,256,0.020196533203125,40,0.7285381555557251,320,0,2,2
146,0.0011243820190429688,21.051910400390625,0.08255651593208313,0.08255651593208313,256,0.0033721923828125,48,0.08255651593208313,256,0,0,0
147,0.00134368896484375,21.933761596679688,0.0860147550702095,0.0860147550702095,256,0.00360107421875,25,0.0860147550702095,256,0,0,0
148,0.005859150606043199,16.431915283203125,0.06443888694047928,0.06443888694047928,256,0.07715606689453125,34,0.06443888694047928,256,0,0,0
149,0.0005901954716367271,39.478163719177246,0.8451839089393616,0.8451839089393616,1024,0.06558513641357422,466,0.8451839089393616,1024,1,2,5
150,0.002842203776041667,10.402938842773438,0.040795840322971344,0.040795840322971344,256,0.0067291259765625,45,0.040795840322971344,256,0,0,0
151,0.0017871856689453125,5.080047607421875,0.01992175541818142,0.01992175541818142,256,0.0037994384765625,12,0.01992175541818142,256,0,0,0
152,0.004387855529785156,13.561508178710938,0.05318238213658333,0.05318238213658333,256,0.0241851806640625,32,0.05318238213658333,256,0,0,0
153,0.0010134068931021342,19.901260375976562,0.07804416120052338,0.07804416120052338,256,0.0023040771484375,41,0.07804416120052338,256,0,0,0
154,0.002764129638671875,15.671768188476562,0.06145791336894035,0.06145791336894035,256,0.0052947998046875,10,0.06145791336894035,256,0,0,0
155,0.003892197719840116,102.91820068359375,0.8044683337211609,0.5588727593421936,256,0.0294189453125,43,0.6523752212524414,320,0,1,1
156,0.012524366471734893,8.097908950617285,0.031756505370140076,0.031756505370140076,360,0.04535879629629629,19,0.031756505370140076,360,0,0,0
157,0.004166478696076766,17.15374755859375,0.06726960092782974,0.06726960092782974,256,0.02571868896484375,46,0.06726960092782974,256,0,0,0
158,0.002515905043658088,15.566925048828125,0.06104676425457001,0.06104676425457001,256,0.0045166015625,17,0.06104676425457001,256,0,0,0
159,0.001495361328125,17.853591918945312,0.070014089345932,0.070014089345932,256,0.00255584716796875,16,0.070014089345932,256,0,0,0
160,0.002627742991727941,91.95728759765625,0.8119378089904785,0.6079028844833374,256,0.006439208984375,17,0.6870564222335815,320,0,1,1
161,0.003501685889991554,11.977066040039062,0.04696888476610184,0.04696888476610184,256,0.01232147216796875,37,0.04696888476610184,256,0,0,0
162,0.0017759535047743055,4.5894622802734375,0.01799789071083069,0.01799789071083069,256,0.00321197509765625,9,0.01799789071083069,256,0,0,0
163,0.0030975341796875,16.770156860351562,0.06576532125473022,0.06576532125473022,256,0.0099945068359375,18,0.06576532125473022,256,0,0,0
164,0.0009183883666992188,20.69732666015625,0.08116599172353745,0.08116599172353745,256,0.00347137451171875,56,0.08116599172353745,256,0,0,0
165,0.0035204719094669113,105.859716796875,0.8081566691398621,0.5445560216903687,256,0.056884765625,68,0.6450526118278503,320,0,1,1
166,0.0025689261300223215,9.013290405273438,0.03534623980522156,0.03534623980522156,256,0.0074005126953125,35,0.03534623980522156,256,0,0,0
167,0.012241833847736628,11.664274691358024,0.04574225842952728,0.04574225842952728,360,0.03622685185185185,24,0.04574225842952728,360,0,0,0
168,0.001654052734375,4.3672637939453125,0.017126526683568954,0.017126526683568954,256,0.00360870361328125,5,0.017126526683568954,256,0,0,0
169,0.001568844368496225,13.50512544208665,0.052961286157369614,0.052961286157369614,520,0.007244694960212202,130,0.052961286157369614,696,2,0,6
170,0.0016176662064120732,15.018023320070734,0.058894213289022446,0.058894213289022446,520,0.005679431918656056,146,0.058894213289022446,696,2,0,6
171,0.007640245225694444,102.63564453125,0.7801364660263062,0.5615639686584473,256,0.056719970703125,18,0.6569889187812805,320,0,1,1
172,0.0012172792016006098,5.103509521484375,0.02001376263797283,0.02001376263797283,512,0.01355438232421875,41,0.02001376263797283,640,2,0,6
173,0.002535039728338068,4.4871826171875,0.01759679615497589,0.01759679615497589,256,0.00412750244140625,11,0.01759679615497589,256,0,0,0
174,0.002014346239043445,13.487472534179688,0.0528920516371727,0.0528920516371727,256,0.00913238525390625,41,0.0528920516371727,256,0,0,0
175,0.015230178833007812,110.8313232421875,0.6007782816886902,0.3216674327850342,256,0.358209228515625,32,0.7586454153060913,320,0,1,1
176,0.006313705444335937,65.55477294921874,0.8200871348381042,0.7279831767082214,256,0.02752685546875,32,0.7668677568435669,320,0,2,2
177,0.0004924459771795587,47.63606834411621,0.813191831111908,0.813191831111908,1024,0.034389495849609375,455,0.813191831111908,1024,1,2,5
178,0.002320183648003472,3.828125,0.015012254938483238,0.015012254938483238,256,0.0035400390625,9,0.015012254938483238,256,0,0,0
179,0.009247828074988569,9.60846450617284,0.0376802496612072,0.0376802496612072,360,0.02529320987654321,27,0.0376802496612072,360,0,0,0
180,0.004348306615922807,25.313254310344828,0.09926767647266388,0.09926767647266388,520,0.008442473474801062,23,0.09926767647266388,696,2,0,6
181,0.003748668323863636,105.38280029296875,0.7784627676010132,0.5497232675552368,256,0.025872802734375,33,0.6466573476791382,320,0,1,1
182,0.003593197391688771,30.85430758178603,0.12099730223417282,0.12099730223417282,520,0.02337118700265252,50,0.12099730223417282,696,2,0,6
183,0.0036042150198938995,31.87520722811671,0.12500080466270447,0.12500080466270447,520,0.016835212201591513,40,0.12500080466270447,696,2,0,6
184,0.0034942626953125,11.583206176757812,0.04542434215545654,0.04542434215545654,256,0.0122833251953125,39,0.04542434215545654,256,0,0,0
185,0.0047206878662109375,13.76580810546875,0.05398356169462204,0.05398356169462204,256,0.01316070556640625,28,0.05398356169462204,256,0,0,0
186,0.006797119140625,104.17125244140625,0.7287845611572266,0.556794285774231,256,0.047698974609375,50,0.6617246866226196,320,0,1,1
187,0.001524773056646922,8.945874778956675,0.03508186712861061,0.03508186712861061,520,0.0057664677276746245,133,0.03508186712861061,696,2,0,6
188,0.003947350243147657,12.969053934571177,0.05085904151201248,0.05085904151201248,520,0.009031001326259946,8,0.05085904151201248,696,2,0,6
189,0.013009044924554184,10.754729938271606,0.04217541217803955,0.04217541217803955,360,0.024189814814814817,18,0.04217541217803955,360,0,0,0
190,0.064910888671875,112.30079345703125,0.7529213428497314,0.3797975480556488,256,0.62681884765625,11,0.5387288928031921,320,0,1,1
191,0.0022745132446289062,4.50140380859375,0.017652563750743866,0.017652563750743866,256,0.0040435791015625,8,0.017652563750743866,256,0,0,0
192,0.00208282470703125,7.0529632568359375,0.027658680453896523,0.027658680453896523,256,0.00618743896484375,15,0.027658680453896523,256,0,0,0
193,0.013604410331384015,9.546080246913581,0.037435609847307205,0.037435609847307205,360,0.032060185185185185,19,0.037435609847307205,360,0,0,0
194,0.001754531388152078,7.173275862068966,0.02813049592077732,0.02813049592077732,520,0.004769009725906278,71,0.02813049592077732,696,2,0,6
195,0.0038919448852539062,14.580123901367188,0.05717696622014046,0.05717696622014046,256,0.0110626220703125,40,0.05717696622014046,256,0,0,0
196,0.0036396571568080354,98.06551513671874,0.805388331413269,0.5815771818161011,256,0.00804443359375,28,0.6648579835891724,320,0,1,1
197,0.0015783309936523438,4.77099609375,0.018709789961576462,0.018709789961576462,256,0.004180908203125,16,0.018709789961576462,256,0,0,0
198,0.0016272408621651785,18.238616943359375,0.0715239867568016,0.0715239867568016,256,0.00311279296875,14,0.0715239867568016,256,0,0,0
199,0.010988881874298542,11.763047839506173,0.04612959921360016,0.04612959921360016,360,0.03218364197530864,22,0.04612959921360016,360,0,0,0
200,0.0027329415986032195,13.76007080078125,0.05396106839179993,0.05396106839179993,256,0.009765625,66,0.05396106839179993,256,0,0,0
201,0.003740393597146739,96.27664794921876,0.8082275390625,0.5885050296783447,256,0.016680908203125,23,0.674045205116272,320,0,1,1
202,0.0026047926682692306,89.26556396484375,0.8179680109024048,0.6193512082099915,256,0.006134033203125,13,0.6962865591049194,320,0,1,1
203,0.004770621500147362,29.20536858974359,0.11453086882829666,0.11453086882829666,520,0.009047579575596817,30,0.11453086882829666,696,2,0,6
204,0.017179797944568455,118.0940185546875,0.7847956418991089,0.4043060839176178,256,0.456243896484375,42,0.5520839691162109,320,0,1,1
205,0.0015585356360281399,7.883609637488948,0.030916115269064903,0.030916115269064903,520,0.004972093280282935,115,0.030916115269064903,696,2,0,6
206,0.0017335311226222825,20.709640502929688,0.0812142863869667,0.0812142863869667,256,0.0038909912109375,23,0.0812142863869667,256,0,0,0
